1259^Stand by Me (1986)^After the death of a friend, a writer recounts a boyhood journey to find the body of a missing boy.^89 minutes^September 9, 1997^1986^English ^Adventure|Drama ^Wil Wheaton|River Phoenix|Corey Feldman|Jerry O'Connell|Kiefer Sutherland|Richard Dreyfuss|John Cusack|Casey Siemaszko|Bradley Gregg|Marshall Bell|Gary Riley|Frances Lee McCain|Scott Beach|Jason Oliver|Bruce Kirby|William Bronder|Wil Wheaton|River Phoenix|Corey Feldman|Jerry O'Connell|Kiefer Sutherland ^Rob Reiner ,,,,,,,,,,,,,,,,,,,,
1260^M (1931)^In this classic German thriller, Hans Beckert, a serial killer who preys on children, becomes the focus of a massive Berlin police manhunt. Beckert's heinous crimes are so repellant and disruptive to city life that he is even targeted by others in the seedy underworld network. With both cops and criminals in pursuit, the murderer soon realizes that people are on his trail, sending him into a tense, panicked attempt to escape justice.^117 minutes^January 1, 1998^1931^Deutsch ^Crime|Film-Noir|Thriller ^Peter Lorre|Ellen Widmann|Inge Landgut|Otto Wernicke|Theodor Loos|Gustaf Gründgens|Friedrich Gnaß|Fritz Odemar|Paul Kemp|Theo Lingen|Gerhard Bienert|Peter Lorre|Ellen Widmann|Inge Landgut|Otto Wernicke|Theodor Loos ^Fritz Lang ,,,,,,,,,,,,,,,
1261^Evil Dead II (Dead by Dawn) (1987)^Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.�?As they play the recording an evil power is unleashed taking over Linda’s body.^84 minutes^August 29, 2000^1987^English ^Action|Comedy|Fantasy|Horror ^Bruce Campbell|Sarah Berry|Dan Hicks|Kassie DePaiva|Denise Bixler|Richard Domeier|John Peakes|Lou Hancock|Ted Raimi|Bruce Campbell|Sarah Berry|Dan Hicks|Kassie DePaiva|Denise Bixler ^Sam Raimi ,,,,,,,,,,,,,,,,,,,,,
1262^Great Escape, The (1963)^The Nazis, exasperated at the number of escapes from their prison camps by a relatively small number of Allied prisoners, relocates them to a high-security 'escape-proof' camp to sit out the remainder of the war. Undaunted, the prisoners plan one of the most ambitious escape attempts of World War II. Based on a true story.^172 minutes^March 31, 1998^1963^English|Deutsch|Français|Pусский ^Action|Adventure|Drama|War ^Steve McQueen|James Garner|Richard Attenborough|James Donald|Charles Bronson|Donald Pleasence|James Coburn|Hannes Messemer|David McCallum|Gordon Jackson|John Leyton|Angus Lennie|Nigel Stock|Robert Graf|Jud Taylor|Hans Reiser|Harry Riebauer|William Russell|Robert Freitag|Ulrich Beiger|George Mikell|Robert Desmond|Til Kiwe|Heinz Weiss|Tom Adams|Karl-Otto Alberty|Lawrence Montaigne|Steve McQueen|James Garner|Richard Attenborough|James Donald|Charles Bronson ^John Sturges ,,,,,,,,,,,,,,,,,
1263^Deer Hunter, The (1978)^A group of working-class friends decides to enlist in the Army during the Vietnam War and finds it to be hellish chaos -- not the noble venture they imagined. Before they left, Steven married his pregnant girlfriend -- and Michael and Nick were in love with the same woman. But all three are different men upon their return.^183 minutes^September 6, 2005^1978^English|Français|Pусский|Tiếng Việt ^Drama|War ^Robert De Niro|John Cazale|John Savage|Christopher Walken|Meryl Streep|George Dzundza|Rutanya Alda|Pierre Segui|Amy Wright|Richard Kuss|Joe Grifasi|Dennis Watlington|Shirley Stoler|Chuck Aspegren|Mary Ann Haenel|Mady Kaplan|Paul D'Amato|Christopher Colombi Jr.|Victoria Karnafel|Jack Scardino|Joe Strnad|Helen Tomko|Charlene Darrow|Jane-Colette Disko|Michael Wollet|Robert Beard|Joe Dzizmba|Stephen Kopestonsky|John F. Buchmelter III|Frank Devore|Tom Becker|Lynn Kongkham|Nongnuj Timruang|Po Pao Pee|Dale Burroughs|Parris Hicks|Samui Muang-Intata|Sapox Colisium|Vitoon Winwitoon|Somsak Sengvilai|Charan Nusvanon|Jiam Gongtongsmoot|Chai Peyawan|Mana Hansa|Sombot Jumpanoi|Phip Manee|Ding Santos|Krieng Chaiyapuk|Ot Palapoo|Chok Chai Mahasoke|Robert De Niro|John Cazale|John Savage|Christopher Walken|Meryl Streep ^Michael Cimino ,,,,,,,,,,,,,,,,,,,
1264^Diva (1981)^Jules, a young Parisian postman, secretly records a concert performance given by the opera singer Cynthia Hawkins, whom he idolises. The following day, Jules runs into a woman who is being pursued by armed thugs. Before she is killed, the woman slips an audio cassette into his mail bag...^117 minutes^June 12, 2001^1981^English|Français|Italiano ^Action|Drama|Mystery|Romance|Thriller ^Frédéric Andréi|Richard Bohringer|Roland Bertin|Wilhelmenia Fernandez|Thuy An Luu|Chantal Deruaz|Anny Romand|Dominique Pinon|Brigitte Lahaie|Frédéric Andréi|Richard Bohringer|Roland Bertin|Wilhelmenia Fernandez|Thuy An Luu ^Jean-Jacques Beineix ,,,,,,,,,,,,,,,,
1265^Groundhog Day (1993)^A narcissistic TV weatherman, along with his attractive-but-distant producer and mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over.^101 minutes^January 20, 1998^1993^English|Français|Italiano ^Comedy|Fantasy|Romance ^Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray|Angela Paton|Rick Ducommun|Rick Overton|Robin Duke|Willie Garson|Ken Hudson Campbell|Michael Shannon|Harold Ramis|Marita Geraghty|Les Podewell|Tom Milanovich|Peggy Roeder|David Pasquesi|Lee R. Sellars|C.O. Erickson|Sandy Maschmeyer|Hynden Walch|Barbara Ann Grimes|Lucina Paquet|Brenda Pickleman|Eric Saiet|Rob Riley|Tony DeGuide|Robert Minkoff|Reni Santoni|Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray ^Harold Ramis ,,,,,,,,,,,,,,,,,,
1266^Unforgiven (1992)^William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.^131 minutes^August 22, 1997^1992^English ^Drama|Western ^Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett|Anna Levine|Saul Rubinek|Frances Fisher|David Mucci|Rob Campbell|Anthony James|Ron White|Jefferson Mappin|Jeremy Ratchford|Philip Maurice Hayes|Tara Frederick|Beverley Elliott|Liisa Repo-Martell|Shane Meier|Robert Koons|Mina E. Mina|John Pyper-Ferguson|Walter Marsh|Larry Reese|Blair Haynes|Frank C. Turner|Lochlyn Munro|Ben Cardinal|Michael Charrois|Michael Maurer|Larry Joshua|George Orrison|Greg Goossen|Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett ^Clint Eastwood ,,,,,,,,,,,,,,,,,,
1267^Manchurian Candidate, The (1962)^The Manchurian Candidate is a political thriller from American director John Frankenheimer. An American soldier is brainwashed into being a killer for the communist Russians during the Korean War.^126 minutes^July 13, 2004^1962^English ^Crime|Thriller|War ^Frank Sinatra|Laurence Harvey|Angela Lansbury|Janet Leigh|Henry Silva|James Gregory|Leslie Parrish|John McGiver|Khigh Dhiegh|James Edwards|Douglas Henderson|Albert Paulsen|Barry Kelley|Lloyd Corrigan|Madame Spivy|Bess Flowers|Leoda Richards|Reggie Nalder|Frank Sinatra|Laurence Harvey|Angela Lansbury|Janet Leigh|Henry Silva ^John Frankenheimer ,,,,,,,,,,,,,,,,,,,,
1268^Pump Up the Volume (1990)^Mark is an intelligent but shy teenager who has just moved to Arizona from the East Coast. His parents give him a short-wave radio so he can talk to his pals, but instead he sets up shop as pirate deejay Hard Harry, who becomes a hero to his peers while inspiring the wrath of the local high school principal.^105 minutes^December 21, 1999^1990^English ^Comedy|Drama ^Christian Slater|Samantha Mathis|Annie Ross|Scott Paulin|Mimi Kennedy|Andy Romano|Keith Stuart Thayer|Cheryl Pollak|Jeff Chamberlain|Lala Sloatman|Holly Sampson|Seth Green|Robert Schenkkan|Ellen Greene|Anthony Lucero|Billy Morrissette|Ahmet Zappa|Matt McGrath|James Hampton|Christian Slater|Samantha Mathis|Annie Ross|Scott Paulin|Mimi Kennedy ^Allan Moyle ,,,,,,,,,,,,,,,,,,,
1269^Arsenic and Old Lace (1944)^Mortimer Brewster is a newspaperman and author known for his diatribes against marriage. We watch him being married at city hall in the opening scene. Now all that is required is a quick trip home to tell Mortimer's two maiden aunts. While trying to break the news, he finds out his aunts' hobby; killing lonely old men and burying them in the cellar. It gets worse.^118 minutes^August 29, 2000^1944^English|Deutsch ^Comedy|Mystery|Thriller ^Cary Grant|Priscilla Lane|Raymond Massey|Peter Lorre|Josephine Hull|Jean Adair|John Alexander|Jack Carson|James Gleason|Edward Everett Horton|Grant Mitchell|Edward McNamara|Garry Owen|John Ridgely|Vaughan Glaser|Chester Clute|Charles Lane|Edward McWade|Spencer Charters|Hank Mann|Jimmy the Crow|Sol Gorss|Spec O'Donnell|Lee Phelps|Raymond Walburn|Leo White|Cary Grant|Priscilla Lane|Raymond Massey|Peter Lorre|Josephine Hull ^Frank Capra ,,,,,,,,,,,,,,,,,,,,
1270^Back to the Future (1985)^Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.^116 minutes^December 17, 2002^1985^English ^Adventure|Comedy|Sci-Fi ^Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson|Claudia Wells|Marc McClure|Wendie Jo Sperber|George DiCenzo|Frances Lee McCain|James Tolkan|Harry Waters| Jr.|Billy Zane|J.J. Cohen|Casey Siemaszko|Donald Fullilove|Lisa Freeman|Cristen Kauffman|Elsa Raven|Will Hare|Ivy Bethune|Jason Marin|Katherine Britton|Jason Hervey|Maia Brewton|Courtney Gains|Richard L. Duran|Jeff O'Haco|Johnny Green|Jamie Abbott|Norman Alden|Read Morgan|Sachi Parker|Robert Krantz|Gary Riley|Karen Petrasek|George Buck Flower|Tommy Thomas|Granville 'Danny' Young|David Harold Brown|Lloyd L. Tolbert|Paul Hanson|Lee Brownfield|Robert DeLapp|Walter Scott|Charles L. Campbell|Deborah Harmon|Janine King|Huey Lewis|Tom Tangen|Arthur Tovey|Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson ^Robert Zemeckis ,,,,,,,,,,,,,,,,,,,,
1271^Fried Green Tomatoes (1991)^Amidst her own personality crisis, southern housewife Evelyn Couch meets Ninny, an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in Whistle Stop, Alabama in the 1920s.^130 minutes^December 15, 1998^1991^English ^Comedy|Crime|Drama ^Kathy Bates|Mary-Louise Parker|Jessica Tandy|Cicely Tyson|Mary Stuart Masterson|Chris O'Donnell|Stan Shaw|Gailard Sartain|Timothy Scott|Gary Basaraba|Lois Smith|Jo Harvey Allen|Fannie Flagg|Suzi Bass|Tom Even|Afton Smith|Haynes Brooke|Wallace Merck|Kathy Bates|Mary-Louise Parker|Jessica Tandy|Cicely Tyson|Mary Stuart Masterson ^Jon Avnet ,,,,,,,,,,,,,,,,,
1272^Patton (1970)^'Patton' tells the tale of General George S. Patton, famous tank commander of World War II. The film begins with patton's career in North Africa and progresses through the invasion of Germany and the fall of the Third Reich. Side plots also speak of Patton's numerous faults such his temper and habit towards insubordination.^172 minutes^November 7, 2000^1970^English ^Drama|War ^George C. Scott|Karl Malden|Stephen Young|Michael Strong|Carey Loftin|Albert Dumortier|Frank Latimore|Morgan Paull|Karl Michael Vogler|Bill Hickman|Pat Zurica|James Edwards|Lawrence Dobkin|David Bauer|John Barrie|Richard Münch|Siegfried Rauch|Michael Bates|Paul Stevens|Gerald Flood|Jack Gwillim|Edward Binns|Peter Barkworth|Lionel Murton|David Healy|Sandy McPeak|Douglas Wilmer|John Doucette|Tim Considine|Abraxas Aaran|Clint Ritchie|Alan MacNaughton|Florencio Amarilla|Brandon Brady|Charles Dennis|Paul Frees|Dolores Judson|Hellmut Lange|Bruce Rhodewalt|Lowell Thomas|Harry Towb|Billy Kearns|George C. Scott|Karl Malden|Stephen Young|Michael Strong|Carey Loftin ^Franklin J. Schaffner ,,,,,,,,,,,,,,,,,,,,
1273^Down by Law (1986)^The story of three men from completely different tracks who all meet in a Louisiana prison cell and eventually begin an awkward journey together.^107 minutes^October 22, 2002^1986^English|Italiano ^Comedy|Drama|Film-Noir ^Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi|Ellen Barkin|Rockets Redglare|Tom Waits|John Lurie|Roberto Benigni|Nicoletta Braschi|Ellen Barkin ^Jim Jarmusch ,,,,,,,,,,,,,,,,,,,,,
1274^Akira (1988)^Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.^124 minutes^January 6, 2004^1988^日本�?^Action|Adventure|Animation|Sci-Fi ^Mitsuo Iwata|Nozomu Sasaki|Mami Koyama|Tesshou Genda|Hiroshi Ohtake|Kōichi Kitamura|Yuriko Fuchizaki|Masaaki Ōkura|Takeshi Kusao|Kazuhiro Kamifuji|Tatsuhiko Nakamura|Fukue Itô|Mitsuo Iwata|Nozomu Sasaki|Mami Koyama|Tesshou Genda|Hiroshi Ohtake ^Katsuhiro Ōtomo ,,,,,,,,,,,,,,,,,,,,
1275^Highlander (1986)^He fought his first battle on the Scottish Highlands in 1536. He will fight his greatest battle on the streets of New York City in 1986. His name is Connor MacLeod. He is immortal.^116 minutes^April 16, 2002^1986^English ^Action|Adventure|Fantasy ^Christopher Lambert|Roxanne Hart|Clancy Brown|Sean Connery|Beatie Edney|Alan North|Jon Polito|Sheila Gish|Hugh Quarshie|Peter Diamond|Billy Hartman|James Cosmo|Celia Imrie|Christopher Malcolm|Frank Dux|Ian Reddington|Christopher Lambert|Roxanne Hart|Clancy Brown|Sean Connery|Beatie Edney ^Russell Mulcahy ,,,,,,,,,,,,,,,,,,,,,
1276^Cool Hand Luke (1967)^When petty criminal Luke Jackson is sentenced to two years in a Florida prison farm, he doesn't play by the rules of either the sadistic warden or the yard's resident heavy, Dragline, who ends up admiring the new guy's unbreakable will. Luke's bravado, even in the face of repeated stints in the prison's dreaded solitary confinement cell, 'the box,' make him a rebel hero to his fellow convicts and a thorn in the side of the prison officers.^126 minutes^August 22, 1997^1967^English ^Drama ^Paul Newman|George Kennedy|Luke Askew|Morgan Woodward|Harry Dean Stanton|Dennis Hopper|Lou Antonio|Robert Drivas|Strother Martin|Jo Van Fleet|Clifton James|Marc Cavell|Richard Davalos|Robert Donner|J. D. Cannon|Joe Don Baker|James Gammon|Chuck Hicks|Rance Howard|James Jeter|Joy Harmon|Anthony Zerbe|Warren Finnerty|John McLiam|Wayne Rogers|Charles Tyner|Ralph Waite|Buck Kartalian|Kim Kahana|Donn Pearce|John Pearce|Rush Williams|Paul Newman|George Kennedy|Luke Askew|Morgan Woodward|Harry Dean Stanton ^Stuart Rosenberg ,,,,,,,,,,,,,,,
1277^Cyrano de Bergerac (1990)^Embarrassed by his large nose, a romantic poet/soldier romances his cousin by proxy.^137 minutes^February 10, 2004^1990^Français ^Comedy|Drama|Romance ^Gérard Depardieu|Anne Brochet|Vincent Pérez|Jacques Weber|Sandrine Kiberlain|Ludivine Sagnier|Philippe Girard|Gérard Depardieu|Anne Brochet|Vincent Pérez|Jacques Weber|Sandrine Kiberlain ^Jean-Paul Rappeneau ,,,,,,,,,,,,,,,,,,,,
1278^Young Frankenstein (1974)^A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.^106 minutes^February 18, 2003^1974^English|Deutsch ^Comedy|Fantasy ^Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman|Teri Garr|Gene Hackman|Kenneth Mars|Richard Haydn|Oscar Beregi Jr.|Arthur Malet|Monte Landis|Berry Kroeger|Ian Abercrombie|Mel Brooks|Lou Cutell|Michael Fox|Leoda Richards|Clement von Franckenstein|Liam Dunn|Danny Goldman|Anne Beesley|Rusty Blitz|John Madison|John Dennis|Jeff Maxwell|Lars Hensen|Lidia Kristen|Johnny Marlin|Pat O'Hara|Norbert Schiller|Rolfe Sedan|Maida Severn|Arthur Tovey|Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman ^Mel Brooks ,,,,,,,,,,,,,,,,,
1279^Night on Earth (1991)^An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.^129 minutes^September 24, 2002^1991^English|suomi|Français|Deutsch|Italiano ^Comedy|Drama ^Winona Ryder|Gena Rowlands|Lisanne Falk|Alan Randolph Scott|Anthony Portillo|Giancarlo Esposito|Rosie Perez|Richard Boes|Isaach De Bankolé|Béatrice Dalle|Pascal N'Zonzi|Emile Abossolo M'bo|Noel Kaufmann|Stéphane Boucher|Roberto Benigni|Paolo Bonacelli|Gianni Schettino|Antonio Ragusa|Nicola Facondo|Camilla Begnoni|Romolo Di Biasi|Donatella Servadio|Matti Pellonpää|Kari Väänänen|Sakari Kuosmanen|Tomi Salmela|Eija Vilpas|Jaakko Talaskivi|Klaus Heydemann|Armin Mueller-Stahl|Winona Ryder|Gena Rowlands|Lisanne Falk|Alan Randolph Scott|Anthony Portillo ^Jim Jarmusch ,,,,,,,,,,,,,,,,,,,,,
1280^Raise the Red Lantern (Da hong deng long gao gao gua) (1991)^China in the 1920s. After her father's death, 19 year old Songlian is forced to marry the much older lord of a powerful family. With three wives already, each living in a separate house within the great castle, there is fierce competition for his attention and the privileges that are gained. This competition gets out of hand...^125 minutes^February 14, 2006^1991^普通话 ^Drama ^Gong Li|Ma Jing-Wu|He Saifei|Cao Cui-Fen|Kong Lin|Jin Shu-Yuan|Chu Xiao|Ding Wei-Min|Cao Zeng-Yin|Cui Zhi-Gang|Li Bao-Tian|Xu Wei|Gong Li|Ma Jing-Wu|He Saifei|Cao Cui-Fen|Kong Lin ^Zhang Yimou ,,,,,,,,,,,,,,,,,,
1281^Great Dictator, The (1940)^Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.^125 minutes^July 1, 2003^1940^English|Esperanto ^Comedy|Drama|War ^Charlie Chaplin|Jack Oakie|Reginald Gardiner|Henry Daniell|Billy Gilbert|Paul Weigel|Paulette Goddard|Grace Hayle|Maurice Moscovitch|Emma Dunn|Bernard Gorcey|Carter DeHaven|Eddie Gribbon|Rudolph Anders|Nita Pike|George Lynn|Chester Conklin|Esther Michelson|Hank Mann|Florence Wright|Eddie Dunn|Wheeler Dryden|Fred Aldrich|Richard Alexander|Sig Arno|William Arnold|Joe Bordeaux|Don Brodie|Gino Corrado|John Davidson|Max Davidson|Lew Davis|Pat Flaherty|Bud Geary|Sam Harris|Eddie Hart|Leyland Hodgson|William Irving|Charles Irwin|Ethelreda Leopold|Torben Meyer|Bert Moorhouse|Nellie V. Nichols|Manuel París|Jack Perrin|Lucien Prival|Cyril Ring|Henry Roquemore|Tiny Sandford|Hans Schumm|Harry Semels|Charles Sullivan|Carl Voss|Leo White|Harry Wilson|Hans Conried|Francis Ernest Drake|Francesca Santoro|Leonard Walker|Charlie Chaplin|Jack Oakie|Reginald Gardiner|Henry Daniell|Billy Gilbert ^Charlie Chaplin ,,,,,,,,,,,,,,,,,,,,
1282^Fantasia (1940)^Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.^124 minutes^November 14, 2000^1940^English ^Animation|Children|Fantasy|Musical ^Deems Taylor|Walt Disney|Julietta Novis ^David Hand|James Algar|Samuel Armstrong|Ben Sharpsteen|William Roberts|Paul Satterfield|Hamilton Luske|Jim Handley|Ford Beebe|T. Hee|Wilfred Jackson|Norman Ferguson ,,,,,,,,,,,,,,,,,,,,
1283^High Noon (1952)^High Noon is about a recently freed leader of a gang of bandits in the desert who is looking to get revenge on the Sheriff who put him in jail. A legendary western film from the Austrian director Fred Zinnemann.^85 minutes^October 22, 2002^1952^English ^Drama|Western ^Gary Cooper|Grace Kelly|Thomas Mitchell|Lloyd Bridges|Katy Jurado|Otto Kruger|Lon Chaney Jr.|Harry Morgan|Ian MacDonald|Eve McVeagh|Morgan Farley|Harry Shannon|Lee Van Cleef|Robert J. Wilke|Sheb Wooley|Jack Elam|John Doucette|Ted Stanhope|Lee Aaker|Guy Beach|Larry J. Blake|John Breen|Tex Driscoll|Herschel Graham|Paul Kruger|William H. O'Brien|Roy Bucko|Russell Custer|Nora Bush|Ann Kunde|Ben Corbett|Rudy Germane|Chuck Hayward|Michael Jeffers|Kansas Moehring|Jack Montgomery|Buddy Roosevelt|Allen D. Sewall|Howland Chamberlain|Virginia Christine|Cliff Clark|Paul Dubov|Dick Elliott|Virginia Farmer|Tim Graham|Tom Greenway|Harry Harvey|Nolan Leary|Tom London|Merrill McCormick|William Newell|James Millican|William 'Bill' Phillips|Lucien Prival|Ralph Reed|Charles Soldani|Slim Talbot|Gary Cooper|Grace Kelly|Thomas Mitchell|Lloyd Bridges|Katy Jurado ^Fred Zinnemann ,,,,,,,,,,,,,,,,,,,,,
1284^Big Sleep, The (1946)^Private Detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love.^116 minutes^January 4, 2000^1946^English ^Crime|Film-Noir|Mystery ^Humphrey Bogart|Lauren Bacall|John Ridgely|Martha Vickers|Dorothy Malone|Peggy Knudsen|Charles Waldron|Regis Toomey|Charles D. Brown|Elisha Cook Jr.|Louis Jean Heydt|Bob Steele|Sonia Darrin|Humphrey Bogart|Lauren Bacall|John Ridgely|Martha Vickers|Dorothy Malone ^Howard Hawks ,,,,,,,,,,,,,,,,,
1285^Heathers (1989)^A girl who halfheartedly tries to be part of the 'in crowd' of her school meets a rebel who teaches her a more devious way to play social politics: by killing the popular kids.^102 minutes^September 25, 2001^1988^English|Italiano ^Comedy ^Winona Ryder|Christian Slater|Shannen Doherty|Lisanne Falk|Kim Walker|Penelope Milford|Glenn Shadix|Lance Fenton|Jennifer Rhodes|Jeremy Applegate|Patrick Labyorteaux|Jon Matthews|Carrie Lynn|Phill Lewis|Renée Estevez|John Zarchen|William Cort|John Ingle|Stuart Mabray|Sherrie Wills|Larry Cox|Kent Stoddard|Mark Carlton|Winona Ryder|Christian Slater|Shannen Doherty|Lisanne Falk|Kim Walker ^Michael Lehmann ,,,,,,,,,,,,,,,,,,,,,
1286^Somewhere in Time (1980)^Young writer, Richard Collier is met on the opening night of his first play by an old lady who begs him to, 'Come back to me.' Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, he manages �?by self-hypnosis �?to travel back in time where he meets her. They fall in love, a matching that is not appreciated by her manager. Can their love outlast the immense problems caused by their 'time' difference, and can Richard remain in a time that is not his?^103 minutes^October 31, 2000^1980^English ^Drama|Romance ^Christopher Reeve|Jane Seymour|Christopher Plummer|Teresa Wright|Bill Erwin|George Voskovec|Susan French|John Alvin|Eddra Gale|Audrey Bennett|William H. Macy|Laurence Coven|Susan Bugg|Christopher Reeve|Jane Seymour|Christopher Plummer|Teresa Wright|Bill Erwin ^Jeannot Szwarc ,,,,,,,,,,,,,,
1287^Ben-Hur (1959)^Ben-Hur is a 1959 epic film directed by William Wyler, the third film version of Civil War vet Lew Wallace's 1880 novel Ben-Hur: A Tale of the Christ. It premiered at Loew's State Theatre in New York City on November 18, 1959. The movie's reputation as a classic is primarily based on two spectacular action sequences: the great chariot race and a Roman naval battle, along with lavish production values and strong performances. The plot of Ben Hur revolves around a Jewish prince who is betrayed and sent into slavery by a Roman friend and how he regains his freedom and comes back for revenge. However, instead he finds redemption in Christ, the theme is ultimately about being saved in the Christian sense. The film went on to win a record of eleven Academy Awards, including Best Picture and Best Actor (Charlton Heston as Ben Hur). This record-setting Oscars sweep has since been equaled by Titanic in 1998 and The Lord of the Rings: The Return of the King in 2004, but never broken.^212 minutes^September 13, 2005^1959^English ^Action|Adventure|Drama ^Charlton Heston|Jack Hawkins|Haya Harareet|Stephen Boyd|Hugh Griffith|Martha Scott|Cathy O'Donnell|Frank Thring|Sam Jaffe|Ady Berber|Finlay Currie|André Morell|Terence Longdon|Lando Buzzanca|Giuliano Gemma|Marina Berti|Robert Brown|Liana Del Balzo|Enzo Fiermonte|Richard Hale|Duncan Lamont|John Le Mesurier|Ferdy Mayne|May McAvoy|Aldo Silvani|Ralph Truman|George Relph|Joe Canutt|Richard Coleman|Antonio Corevi|David Davies|Mino Doro|Michael Dugan|Franco Fantasia|José Greci|John Horsley|Howard Lang|Stevenson Lang|Tutte Lemkow|Cliff Lyons|Tiberio Mitri|Remington Olmsted|Laurence Payne|Aldo Pini|Diego Pozzetto|Stella Rho|Edwin Richfield|Hector Ross|Maxwell Shaw|Gianni Solaro|Pietro Tordi|Raimondo Van Riel|Dervis Ward|Joe Yrigoyen|Nazzareno Zamperla|Jerry Brown|Eddie Jauregui|Charlton Heston|Jack Hawkins|Haya Harareet|Stephen Boyd|Hugh Griffith ^William Wyler ,,,,,,,,,,,,,,
1288^This Is Spinal Tap (1984)^'This Is Spinal Tap' shines a light on the self-contained universe of a metal band struggling to get back on the charts, including everything from its complicated history of ups and downs, gold albums, name changes and undersold concert dates, along with the full host of requisite groupies, promoters, hangers-on and historians, sessions, release events and those special behind-the-scenes moments that keep it all real.^82 minutes^September 7," 2004^1984^English ^Comedy ^Christopher Guest|Michael McKean|Harry Shearer|Rob Reiner|June Chadwick|Tony Hendra	|Bruno Kirby|R.J. Parnell|David Kaff|Ed Begley Jr.|Danny Kortchmar|Fran Drescher|Patrick Macnee|Julie Payne|Dana Carvey|Sandy Helberg|Zane Buzby|Billy Crystal|Paul Benedict|Howard Hesseman|Paul Shortino|Lara Cody|Andrew J. Lederer|Russ Kunkel|Victory Tischler-Blue|Joyce Hyser|Gloria Gifford|Paul Shaffer|Archie Hahn|Charles Levin|Anjelica Huston|Donald Kendrick|Fred Willard|Wonderful Smith|Kimberly Stringer|Chazz Dominguez|Shari Hall|Jean Cromie|Patrick Maher|Memo Vera|Robin Menken|Jennifer Child|J.J. Barry|George McDaniel|Anne Churchill|Cherie Darr|Diana Duncan|Gina Marie Pitrello|Brinke Stevens|Christopher Guest|Michael McKean|Harry Shearer|Rob Reiner|June Chadwick ^Rob Reiner ",,,,,,,,,,,,,
1289^Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983)^Takes us to locations all around the US and shows us the heavy toll that modern technology is having on humans and the earth. The visual tone poem contains neither dialogue nor a vocalized narration: its tone is set by the juxtaposition of images and the exceptional music by Philip Glass.^87 minutes^September 17, 2002^1982^English ^Documentary ^Lou Dobbs|Ted Koppel ^Godfrey Reggio ,,,,,,,,,,,,,,,,,,,,,
1290^Some Kind of Wonderful (1987)^A young tomboy, Watts, finds her feelings for her best friend, Keith, run deeper than just friendship when he gets a date with the most popular girl in school.^95 minutes^August 20, 2002^1987^English ^Drama|Romance ^Eric Stoltz|Mary Stuart Masterson|Lea Thompson|Chynna Phillips|Craig Sheffer|John Ashton|Elias Koteas|Maddie Corman|Molly Hagan|Eric Stoltz|Mary Stuart Masterson|Lea Thompson|Chynna Phillips|Craig Sheffer ^Howard Deutch ,,,,,,,,,,,,,,,,,
